gndr;brth_yr;prsnt_age;erly_pnsn_flg;accnt_status;pnsn_age;avrg_sum;sum_sum;min_sum;max_sum;lrgst_sum;mnmm_sum;one_for_trnsctn;trnsctns_frnqnc;trnsctns_frnqnc_max;trnsctns_frnqnc_min;frnqnt_trnsctn;frnqnt_trnsctn_1;frnqnt_trnsctn_0;nmbr_of_trnsltns;trnsltn_vltn
0;1970;54;1;0;60;-1550.6782663198617;-100794.08731079102;-133650.2578125;32856.170501708984;585.1900024414062;-99927.71875;-1550.6782663198617;7912350.0;470275200.0;0.0;1.0;62.0;3.0;65;0.2
1;1956;68;0;1;60;0.0006160190975179478;0.03018493577837944;-19977.139645386487;19977.169830322266;4618.41015625;-4618.39990234375;0.0006160190975179478;9799200.0;46224000.0;0.0;0.0;6.0;43.0;49;0.5
1;1971;53;1;0;65;-3940.7511476268724;-275852.5803338811;-285502.3803827092;9649.800048828125;7522.93994140625;-15170.8896484375;-3940.7511476268724;8233043.47826087;31622400.0;0.0;0.0;0.0;70.0;70;0.03
0;1963;61;0;1;55;-11.095277724114972;-399.42999806813896;-721.9699933808297;322.53999531269073;265.6199951171875;-265.6199951171875;-11.095277724114972;10814811.428571427;36374400.0;0.0;0.0;0.0;36.0;36;0.31
1;1968;56;1;0;65;-1289.6225788894897;-134120.74820450693;-188888.08853653818;54767.34033203125;12812.66015625;-68617.859375;-1289.6225788894897;4992745.631067961;373161600.0;0.0;1.0;62.0;42.0;104;0.22
1;1960;64;0;1;61;-0.7999945431337004;-48.79966713115573;-29516.41023361683;29467.610566485673;7365.9599609375;-7365.9501953125;-0.7999945431337004;9447840.0;36374400.0;0.0;0.0;6.0;55.0;61;0.5
0;1967;57;1;0;59;-841.8699259674521;-113652.44000560604;-115785.2299531158;2132.7899475097656;1662.7099609375;-6842.1201171875;-841.8699259674521;2626173.134328358;31536000.0;0.0;0.0;0.0;135.0;135;0.02
0;1967;57;1;0;59;-3288.4717785063244;-207173.72204589844;-512810.8955078125;305637.17346191406;172911.453125;-256405.453125;-3288.4717785063244;9243406.451612905;512611200.0;0.0;1.0;56.0;7.0;63;0.37
1;1956;68;0;1;60;-59.63599897511303;-2683.6199538800865;-4608.549947051331;1924.9299931712449;1512.6099853515625;-1512.5999755859375;-59.63599897511303;10690036.363636363;36374400.0;0.0;0.0;0.0;45.0;45;0.29
1;1953;71;0;1;60;-497.5165077209473;-9950.330154418945;-10828.870154440403;878.5400000214577;878.0;-3469.860107421875;-497.5165077209473;18116715.789473683;63072000.0;0.0;0.0;0.0;20.0;20;0.08
0;1967;57;1;0;59;-5313.197235623408;-292225.84795928746;-301834.9880960062;9609.14013671875;7491.240234375;-30826.900390625;-5313.197235623408;8041600.0;31622400.0;0.0;0.0;0.0;55.0;55;0.03
0;1961;63;0;1;55;0.0006965364856544391;0.08985320664942265;-353754.2497483101;353754.3396015167;48000.0;-48000.0;0.0006965364856544391;2313225.0;24451200.0;0.0;0.0;40.0;89.0;129;0.5
0;1967;57;1;0;59;-2275.7276778682585;-141095.11602783203;-346722.7316894531;205627.6156616211;108382.90625;-171803.90625;-2275.7276778682585;9372275.409836067;512438400.0;0.0;1.0;56.0;6.0;62;0.37
1;1965;59;1;0;65;-1792.185444577911;-302879.340133667;-304893.7501678467;2014.4100341796875;1570.4200439453125;-12690.0703125;-1792.185444577911;2887200.0;31622400.0;0.0;0.0;0.0;169.0;169;0.01
0;1963;61;0;1;55;-3.337923415426938;-176.90994101762772;-9749.389869987965;9572.479928970337;2291.89990234375;-2291.89990234375;-3.337923415426938;9706707.692307692;63936000.0;0.0;0.0;4.0;49.0;53;0.5
0;1962;62;0;1;55;-52.660199695564806;-2633.0099847782403;-4956.059992657974;2323.050007879734;1493.25;-1493.239990234375;-52.660199695564806;11538808.163265307;36374400.0;0.0;0.0;0.0;50.0;50;0.32
0;1960;64;0;1;55;-0.021543179674503896;-1.1202453430742025;-15872.600253887475;15871.4800085444;4140.64990234375;-4140.64013671875;-0.021543179674503896;9846211.764705881;32400000.0;0.0;0.0;6.0;46.0;52;0.5
0;1960;64;0;1;55;0.0005929888974802167;0.03024243377149105;-13397.810074109584;13397.840316543356;4211.43017578125;-4211.43017578125;0.0005929888974802167;9407232.0;64108800.0;0.0;0.0;6.0;45.0;51;0.5
1;1967;57;1;0;65;-5503.06953397327;-247638.12902879715;-260872.56872606277;13234.439697265625;10317.509765625;-19361.25;-5503.06953397327;7721018.181818182;31622400.0;0.0;0.0;0.0;45.0;45;0.05
0;1967;57;1;0;59;-1146.1341852589069;-161604.92012150586;-165296.2501385957;3691.3300170898438;2877.739990234375;-6270.240234375;-1146.1341852589069;3832457.142857143;31622400.0;0.0;0.0;0.0;141.0;141;0.02
0;1967;57;1;0;59;-12321.105707313332;-172495.47990238667;-194117.80973637104;21622.329833984375;18054.509765625;-120933.6796875;-12321.105707313332;16768246.153846154;36374400.0;0.0;0.0;0.0;14.0;14;0.1
1;1959;65;0;1;60;-0.23307748024280256;-15.150036215782166;-14351.430131427944;14336.280095212162;3870.840087890625;-3870.840087890625;-0.23307748024280256;9448650.0;256867200.0;0.0;0.0;10.0;55.0;65;0.5
1;1967;57;1;0;65;-1085.8031012177678;-77092.02018646151;-115540.36009124666;38448.339904785156;694.1799926757812;-78867.9296875;-1085.8031012177678;6310902.857142857;412473600.0;0.0;1.0;61.0;10.0;71;0.25
0;1962;62;0;1;55;0.0002052456724877451;0.010467529296875;-68554.01062011719;68554.02108764648;10666.66015625;-10666.66015625;0.0002052456724877451;4364928.0;110073600.0;0.0;0.0;18.0;33.0;51;0.5
0;1963;61;0;1;55;-0.013673479269657816;-0.670000484213233;-33322.02016406134;33321.350163577124;10293.9501953125;-10293.9501953125;-0.013673479269657816;10461600.0;36374400.0;0.0;0.0;4.0;45.0;49;0.5
0;1961;63;0;1;55;0.0012497504773948873;0.0699860267341137;-11573.000224847347;11573.07021087408;2560.300048828125;-2560.300048828125;0.0012497504773948873;10316160.0;47779200.0;0.0;0.0;4.0;52.0;56;0.5
1;1967;57;1;0;65;-8684.394151459815;-573170.0139963478;-592671.194172129;19501.18017578125;15203.0302734375;-54318.30078125;-8684.394151459815;7282855.384615385;31622400.0;0.0;0.0;0.0;66.0;66;0.03
1;1959;65;0;1;60;-0.5849193110775489;-38.01975522004068;-50793.679781412706;50755.660026192665;11479.8798828125;-11479.8798828125;-0.5849193110775489;8347050.0;36374400.0;0.0;0.0;10.0;55.0;65;0.5
0;1970;54;1;0;60;-941.6641259580625;-62149.832313232124;-82279.66235351562;20129.8300402835;363.8399963378906;-57767.6015625;-941.6641259580625;8253193.846153846;499478400.0;0.0;1.0;62.0;4.0;66;0.2
0;1967;57;1;0;59;-2153.2304672588266;-318678.10915430635;-375319.229080759;56641.11992645264;19405.41015625;-17009.259765625;-2153.2304672588266;3467755.1020408166;31622400.0;0.0;0.0;0.0;148.0;148;0.13
0;1961;63;0;1;55;0.0016362821417195456;0.08017782494425774;-9907.779990870506;9907.86016869545;2535.110107421875;-2535.110107421875;0.0016362821417195456;9127800.0;63936000.0;0.0;0.0;4.0;45.0;49;0.5
1;1968;56;1;0;65;-2152.2579953486734;-352970.31123718247;-422498.0406335443;69527.72939636186;25835.3203125;-15736.400390625;-2152.2579953486734;3250336.1963190185;31622400.0;0.0;0.0;0.0;164.0;164;0.14
0;1964;60;0;1;55;-0.03516632114206591;-1.0901559554040432;-8212.829930124804;8211.7397741694;3185.39990234375;-3185.39990234375;-0.03516632114206591;11485440.0;32400000.0;0.0;0.0;4.0;27.0;31;0.5
0;1969;55;1;0;60;-20160.71208190918;-241928.54498291016;-247437.8950805664;5509.35009765625;5509.35009765625;-181834.65625;-20160.71208190918;19817018.18181818;63072000.0;0.0;0.0;0.0;12.0;12;0.02
1;1958;66;0;1;60;0.0012475359253585339;0.0698620118200779;-14421.789879199117;14421.859741210938;3283.139892578125;-3283.139892578125;0.0012475359253585339;10280029.09090909;46224000.0;0.0;0.0;6.0;50.0;56;0.5
1;1967;57;1;0;65;-2215.3928592869493;-135138.9644165039;-328208.67431640625;193069.70989990234;115811.1015625;-164104.34375;-2215.3928592869493;9580320.0;378691200.0;0.0;1.0;56.0;5.0;61;0.37
0;1973;51;1;0;60;-3240.3189971170773;-132853.07888180017;-172645.37020260096;39792.29132080078;19216.2109375;-14277.1796875;-3240.3189971170773;7838640.0;36374400.0;0.0;0.0;0.0;41.0;41;0.19
0;1969;55;1;0;60;-1537.1094733186894;-179841.80837828666;-212091.15772063285;32249.34934234619;14565.1796875;-39410.23828125;-1537.1094733186894;2269489.655172414;31536000.0;0.0;0.0;0.0;117.0;117;0.13
0;1959;65;0;1;55;-112.32772879073904;-2471.210033396259;-2712.3300346229225;241.1200012266636;240.72000122070312;-853.5800170898438;-112.32772879073904;16391314.285714285;36374400.0;0.0;0.0;0.0;22.0;22;0.08
0;1964;60;0;1;55;-346.496262622676;-60290.34969634563;-69720.23974914104;9429.89005279541;3391.419921875;-3391.409912109375;-346.496262622676;2172984.971098266;32140800.0;0.0;0.0;0.0;174.0;174;0.12
0;1961;63;0;1;55;0.0004481610588052056;0.019719086587429047;-18599.600001372397;18599.619720458984;5277.77978515625;-5277.77001953125;0.0004481610588052056;9489934.88372093;46224000.0;0.0;0.0;6.0;38.0;44;0.5
1;1956;68;0;1;60;0.0012559413801708657;0.3026818726211786;-375861.89392105676;375862.1966029294;24028.560546875;-24028.560546875;0.0012559413801708657;2355840.0;32400000.0;0.0;0.0;50.0;191.0;241;0.5
0;1968;56;1;0;60;-7831.573376684044;-305431.3616906777;-337399.831142582;31968.469451904297;31053.439453125;-178812.5625;-7831.573376684044;6505010.526315789;36374400.0;0.0;0.0;0.0;39.0;39;0.09
1;1956;68;0;1;60;-93.98957300225788;-4417.50993110612;-8792.149909514934;4374.6399784088135;2983.699951171875;-2983.699951171875;-93.98957300225788;11613286.95652174;36374400.0;0.0;0.0;0.0;47.0;47;0.33
0;1967;57;1;0;59;-1360.123568447358;-148253.46896076202;-180062.02901935577;31808.56005859375;15333.330078125;-15333.330078125;-1360.123568447358;3785600.0;31622400.0;0.0;0.0;4.0;105.0;109;0.15
0;1962;62;0;1;55;0.0006872695194531794;0.05017067492008209;-8867.630053937435;8867.680224612355;2544.300048828125;-2544.300048828125;0.0006872695194531794;5667600.0;46137600.0;0.0;0.0;6.0;67.0;73;0.5
0;1967;57;1;0;59;-2572.3631460336537;-167203.6044921875;-406116.775390625;238913.1708984375;126412.9375;-203058.40625;-2572.3631460336537;9059850.0;483580800.0;0.0;1.0;53.0;12.0;65;0.37
0;1959;65;0;1;55;-59.264374442689586;-1896.4599821660668;-3565.179980525747;1668.7199983596802;1385.0;-1384.989990234375;-59.264374442689586;12126658.06451613;36374400.0;0.0;0.0;0.0;32.0;32;0.32
0;1959;65;0;1;55;0.0013436559420913013;0.09002494812011719;-4128.1300230026245;4128.220047950745;739.0800170898438;-739.0700073242188;0.0013436559420913013;8094109.090909091;36374400.0;0.0;0.0;12.0;55.0;67;0.5
1;1967;57;1;0;65;-1751.626616020621;-346822.069972083;-355025.150050208;8203.080078125;6395.080078125;-13397.3603515625;-1751.626616020621;2809535.0253807106;31622400.0;0.0;0.0;0.0;198.0;198;0.02
1;1954;70;0;1;60;-29.337104144849274;-1114.8099575042725;-2046.8299384117126;932.0199809074402;760.72998046875;-760.719970703125;-29.337104144849274;11841470.27027027;36374400.0;0.0;0.0;0.0;38.0;38;0.31
1;1960;64;0;1;61;-147.4589259456843;-6930.569519447163;-13792.809538291767;6862.2400188446045;4680.02001953125;-4680.009765625;-147.4589259456843;11613286.95652174;36374400.0;0.0;0.0;0.0;47.0;47;0.33
1;1955;69;0;1;60;-0.0008040700107812881;-0.04020350053906441;-28460.659358926117;28460.61915542558;8922.349609375;-8922.349609375;-0.0008040700107812881;9599216.326530611;64108800.0;0.0;0.0;6.0;44.0;50;0.5
1;1960;64;0;1;61;0.0010003890842199326;0.05001945421099663;-12400.509920883924;12400.559940338135;3361.219970703125;-3361.219970703125;0.0010003890842199326;10248097.959183674;55555200.0;0.0;0.0;6.0;44.0;50;0.5
0;1959;65;0;1;55;-0.3387933513470765;-19.650014378130436;-6437.520082727075;6417.870068348944;1688.5;-1688.5;-0.3387933513470765;9919326.315789474;47779200.0;0.0;0.0;6.0;52.0;58;0.5
0;1969;55;1;0;60;-1248.7067597587154;-198544.37480163574;-506512.32110595703;307967.9463043213;146194.15625;-195183.3125;-1248.7067597587154;3783554.430379747;512611200.0;0.0;1.0;141.0;18.0;159;0.38
0;1963;61;0;1;55;0.0;0.0;-18471.739658355713;18471.739658355713;3636.260009765625;-3636.260009765625;0.0;6149828.571428571;204076800.0;0.0;0.0;18.0;39.0;57;0.5
0;1974;50;1;0;60;-1732.8108859559477;-149021.7361922115;-312438.95823810995;163417.22204589844;42127.890625;-150124.046875;-1732.8108859559477;8344207.058823529;386208000.0;0.0;0.0;8.0;78.0;86;0.34
0;1969;55;1;0;60;-3805.345167854223;-220710.01973554492;-237328.60957929492;16618.58984375;7078.0498046875;-42882.51953125;-3805.345167854223;4374568.421052632;36374400.0;0.0;0.0;0.0;58.0;58;0.07
0;1963;61;0;1;55;-0.344775796659402;-23.099978376179934;-11466.199728418142;11443.099750041962;2228.409912109375;-2228.409912109375;-0.344775796659402;8566690.909090908;36374400.0;0.0;0.0;10.0;57.0;67;0.5
0;1957;67;0;1;55;-1.6049443548649884;-142.84004758298397;-43995.059939831495;43852.21989224851;8189.8798828125;-8189.8798828125;-1.6049443548649884;4271890.909090909;36374400.0;0.0;0.0;12.0;77.0;89;0.5
0;1962;62;0;1;55;-24.561914461225957;-6410.659674379975;-193819.60947021097;187408.949795831;12008.0;-12008.0;-24.561914461225957;1751593.8461538462;31622400.0;0.0;0.0;74.0;187.0;261;0.49
1;1958;66;0;1;60;0.0006010742858052254;0.03005371429026127;-47544.919882198796;47544.949935913086;10733.4599609375;-10733.4599609375;0.0006010742858052254;9639771.428571427;63936000.0;0.0;0.0;4.0;46.0;50;0.5
0;1965;59;0;1;56;0.0011243040583306743;0.06970685161650181;-20404.290473526344;20404.36018037796;4351.7001953125;-4351.7001953125;0.0011243040583306743;9268878.68852459;36374400.0;0.0;0.0;8.0;54.0;62;0.5
0;1963;61;0;1;55;-57.57736790204715;-2187.9399802777916;-4131.099982986227;1943.160002708435;1607.0;-1606.989990234375;-57.57736790204715;11028843.243243244;36374400.0;0.0;0.0;0.0;38.0;38;0.32
0;1967;57;1;0;59;-1550.7690018283085;-218658.4292577915;-247715.92928449437;29057.50002670288;13424.1201171875;-71673.1484375;-1550.7690018283085;1797737.1428571427;8640000.0;0.0;0.0;0.0;141.0;141;0.1
0;1958;66;0;1;55;-1.8295919150874322;-89.65000383928418;-6765.739740777761;6676.089736938477;2427.639892578125;-2427.639892578125;-1.8295919150874322;10468800.0;176083200.0;0.0;0.0;6.0;43.0;49;0.5
0;1969;55;1;0;60;-22240.990966185927;-177927.92772948742;-212099.86730468273;34171.93957519531;25735.939453125;-136899.078125;-22240.990966185927;17489828.57142857;36374400.0;0.0;0.0;0.0;8.0;8;0.14
0;1961;63;0;1;55;0.0003273781765712781;0.02913665771484375;-227939.36991119385;227939.39904785156;40000.0;-40000.0;0.0003273781765712781;3909600.0;43372800.0;0.0;0.0;18.0;71.0;89;0.5
1;1954;70;0;1;60;-210.87339550116153;-11176.28996156156;-18421.96990083158;7245.6799392700195;3726.639892578125;-3726.6298828125;-210.87339550116153;11620800.0;36374400.0;0.0;0.0;0.0;53.0;53;0.28
1;1954;70;0;1;60;-0.04528334508386423;-2.400017289444804;-15864.339852483943;15861.939835194498;4918.419921875;-4918.419921875;-0.04528334508386423;10273292.307692308;36374400.0;0.0;0.0;4.0;49.0;53;0.5
0;1965;59;0;1;56;0.001301000542614771;0.059846024960279465;-23730.15962876752;23730.21947479248;6828.60986328125;-6828.60986328125;0.001301000542614771;12564480.0;36374400.0;0.0;0.0;6.0;40.0;46;0.5
0;1971;53;1;0;60;-2687.4081313442175;-190805.97732543945;-254456.1067199707;63650.12939453125;2258.739990234375;-166527.1875;-2687.4081313442175;6928045.714285714;470275200.0;0.0;1.0;62.0;9.0;71;0.2
0;1969;55;1;0;60;-1676.639930915786;-107304.9555786103;-141897.265625;34592.3100463897;624.5499877929688;-104996.15625;-1676.639930915786;8136685.714285714;499478400.0;0.0;1.0;62.0;2.0;64;0.2
1;1969;55;1;0;65;-1268.6994107129306;-214410.20041048527;-656752.0880966187;442341.8876861334;178391.734375;-179970.421875;-1268.6994107129306;1742914.2857142857;31622400.0;0.0;1.0;97.0;72.0;169;0.4
1;1956;68;0;1;60;-0.002860514506224602;-0.18021241389214993;-48946.29017945379;48946.1099670399;15420.25;-15420.25;-0.002860514506224602;9746477.419354837;36374400.0;0.0;0.0;6.0;57.0;63;0.5
0;1967;57;1;0;59;-801.5410013095533;-145078.92123702914;-370957.48117690906;225878.55993987992;102059.5703125;-159102.90625;-801.5410013095533;3315360.0;483408000.0;0.0;1.0;141.0;40.0;181;0.38
1;1959;65;0;1;60;0.001001752842040289;0.2103680968284607;-431448.6210375577;431448.83140565455;27066.66015625;-27066.66015625;0.001001752842040289;2705270.813397129;32400000.0;0.0;0.0;56.0;154.0;210;0.5
0;1967;57;1;0;59;-5701.62544464623;-336395.9012341276;-350953.5916638151;14557.6904296875;11349.1103515625;-25018.810546875;-5701.62544464623;8583393.103448275;31622400.0;0.0;0.0;0.0;59.0;59;0.04
1;1968;56;1;0;65;-2745.1731645419663;-153729.6972143501;-363159.5051367134;209429.80792236328;119606.7578125;-181579.765625;-2745.1731645419663;10803141.818181818;512697600.0;0.0;1.0;48.0;8.0;56;0.37
1;1968;56;1;0;65;-3754.44870357237;-259056.96054649353;-271909.89047813416;12852.929931640625;10020.08984375;-16213.66015625;-3754.44870357237;5629976.470588235;31622400.0;0.0;0.0;0.0;69.0;69;0.05
0;1967;57;1;0;59;-1574.1535157423752;-122783.97422790527;-310025.78288269043;187241.80865478516;98086.0390625;-153663.546875;-1574.1535157423752;7205984.415584416;347155200.0;0.0;1.0;62.0;16.0;78;0.38
0;1961;63;0;1;55;0.0009270619463037561;0.05006134510040283;-15707.749926447868;15707.799987792969;3449.22998046875;-4371.9599609375;0.0009270619463037561;10084347.16981132;173577600.0;0.0;0.0;6.0;48.0;54;0.5
0;1959;65;0;1;55;-0.010000552434255095;-0.5100281741470098;-10752.480242395774;10751.970214221627;3339.830078125;-3339.830078125;-0.010000552434255095;10684224.0;32400000.0;0.0;0.0;4.0;47.0;51;0.5
0;1960;64;0;1;55;0.00029552684110753676;0.01004791259765625;-4310.5300216674805;4310.540069580078;1084.030029296875;-1084.030029296875;0.00029552684110753676;10430836.363636363;63072000.0;0.0;0.0;6.0;28.0;34;0.5
0;1963;61;0;1;55;-120.76595877626158;-5676.000062484294;-11301.510043181479;5625.509980697185;3835.760009765625;-3835.75;-120.76595877626158;11613286.95652174;36374400.0;0.0;0.0;0.0;47.0;47;0.33
0;1967;57;1;0;59;-2056.323422251521;-228251.89986991882;-339703.7922344208;111451.89236450195;84325.5625;-69125.7421875;-2056.323422251521;2101876.3636363638;31536000.0;0.0;0.0;0.0;111.0;111;0.25
0;1959;65;0;1;55;-0.1890925087712028;-8.320070385932922;-26316.87080282718;26308.550732441247;8562.900390625;-8562.900390625;-0.1890925087712028;9489934.88372093;36374400.0;0.0;0.0;4.0;40.0;44;0.5
1;1958;66;0;1;60;-187.92400333148737;-2818.8600499723107;-3093.4500463102013;274.5899963378906;274.5899963378906;-1085.050048828125;-187.92400333148737;19884342.857142854;36374400.0;0.0;0.0;0.0;15.0;15;0.08
0;1958;66;0;1;55;-0.0050920845771377735;-0.28006465174257755;-11857.319849854335;11857.039785202593;3576.699951171875;-3576.699951171875;-0.0050920845771377735;10470400.0;36374400.0;0.0;0.0;4.0;51.0;55;0.5
0;1967;57;1;0;59;-21137.312716614117;-232510.43988275528;-258339.19964838028;25828.759765625;25828.759765625;-142175.296875;-21137.312716614117;18178560.0;31622400.0;0.0;0.0;0.0;11.0;11;0.09
0;1954;70;0;1;55;-65.80728635981174;-3882.6298952288926;-4479.129903811961;596.5000085830688;225.27000427246094;-1333.3299560546875;-65.80728635981174;7840055.172413793;36374400.0;0.0;0.0;0.0;59.0;59;0.12
0;1960;64;0;1;55;-2.9300000206345604;-123.06000086665154;-236.28000071644783;113.2199998497963;80.18000030517578;-80.18000030517578;-2.9300000206345604;12247726.829268292;36374400.0;0.0;0.0;0.0;42.0;42;0.32
0;1969;55;1;0;60;-7794.078302198841;-241616.42736816406;-538914.4975585938;297298.0701904297;169080.046875;-253701.5625;-7794.078302198841;22089600.0;536457600.0;0.0;1.0;22.0;9.0;31;0.36
0;1960;64;0;1;55;0.00128668264275597;0.039887161925435066;-10672.900121001527;10672.940008163452;2290.360107421875;-2401.0400390625;0.00128668264275597;9290880.0;36374400.0;0.0;0.0;10.0;21.0;31;0.5
1;1955;69;0;1;60;-581.3309639961489;-36042.51976776123;-38034.08974456787;1991.5699768066406;1130.1099853515625;-8000.0;-581.3309639961489;8753311.475409836;38102400.0;0.0;0.0;0.0;62.0;62;0.05
0;1967;57;1;0;59;-735.5795080364352;-91211.85899651796;-121127.88919270784;29916.03019618988;12518.5703125;-15520.2197265625;-735.5795080364352;1366946.3414634147;31536000.0;0.0;0.0;33.0;91.0;124;0.2
0;1959;65;0;1;55;-194.34987720417814;-15936.689930742607;-17617.979938371107;1681.2900076285005;796.5900268554688;-1600.0;-194.34987720417814;5255466.666666667;36374400.0;0.0;0.0;0.0;82.0;82;0.09
